dataset_name,detail_url,dataset_description,resource name,resource_type,resource_region,resource_desc,tag01,tag02,tag03,tag04,tag05,tag06,tag07,tag08,tag09,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20
"Sentinel-1 SLC dataset for South and Southeast Asia, Taiwan, Korea and Japan",https://registry.opendata.aws/sentinel1-slc-seasia-pds/,"The S1 Single Look Complex (SLC) dataset contains Synthetic Aperture Radar (SAR) data in the C-Band wavelength. The SAR sensors are installed on a two-satellite (Sentinel-1A and Sentinel-1B) constellation orbiting the Earth with a combined revisit time of six days, operated by the European Space Agency. The S1 SLC data are a Level-1 product that collects radar amplitude and phase information in all-weather, day or night conditions, which is ideal for studying natural hazards and emergency response, land applications, oil spill monitoring, sea-ice conditions, and associated climate change effects.",arn:aws:s3:::sentinel1-slc-seasia-pds,S3 Bucket,ap-southeast-1,"Public access to Sentinel-1 SLC IW scenes over South and Southeast Asia, Taiwan and Japan",disaster response,earth observation,environmental,geospatial,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terra Fusion Data Sampler,https://registry.opendata.aws/terrafusion/,"The Terra Basic Fusion dataset is a fused dataset of the original Level 1 radiances from the five Terra instruments. They have been fully validate to contain the original Terra instrument Level 1 data. Each Level 1 Terra Basic Fusion file contains one full Terra orbit of data and is typically 15 – 40 GB in size, depending on how much data was collected for that orbit. It contains instrument radiance in physical units; radiance quality indicator; geolocation for each IFOV at its native resolution; sun-view geometry; bservation time; and other attributes/metadata. It is stored in HDF5, conformed to CF conventions, and accessible by netCDF-4 enhanced models. It’s naming convention follows: TERRA_BF_L1B_OXXXX_YYYYMMDDHHMMSS_F000_V000.h5. A concise description of the dataset, along with links to complete documentation and available software tools, can be found on the Terra Fusion project page: https://terrafusion.web.illinois.edu.

Terra is the flagship satellite of NASA’s Earth Observing System (EOS). It was launched into orbit on December 18, 1999 and carries five instruments. These are the Moderate-resolution Imaging Spectroradiometer (MODIS), the Multi-angle Imaging SpectroRadiometer (MISR), the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER), the Clouds and Earth’s Radiant Energy System (CERES), and the Measurements of Pollution in the Troposphere (MOPITT).

The Terra Basic Fusion dataset is an easy-to-access record of the Level 1 radiances for instruments on the Terra mission for selected WRS-2 paths covering the years 2000-2015. These paths are Paths 20-26 (e.g., US corn belt), 108 (e.g., Japan), 125 (e.g., China), 143 (e.g., India), 150 (e.g., Showa Station, Antarctica), 169 (e.g., Europe and Africa), 188 (e.g., Nigeria calibration site), and 233 (e.g., Greenland).",arn:aws:s3:::terrafusiondatasampler,S3 Bucket,us-west-2,AWS S3 Public Bucket Containing Terra Basic Fusion Hierarchical Data Format 5 (HDF5) files,geospatial,satellite imagery,sustainability,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:s3:::aws-earth-mo-atmospheric-ukv-prd,S3 Bucket,eu-west-2,Met Office UK Atmospheric Hi-Res Model (UKV) - 2km Deterministic,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:s3:::aws-earth-mo-atmospheric-global-prd,S3 Bucket,eu-west-2,Met Office Global Atmospheric Hi-Res Model - 10km Deterministic,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:s3:::aws-earth-mo-atmospheric-mogreps-uk-prd,S3 Bucket,eu-west-2,Met Office Global and Regional Ensemble Prediction System (UK) MOGREPS-UK,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:s3:::aws-earth-mo-atmospheric-mogreps-g-prd,S3 Bucket,eu-west-2,Met Office Global and Regional Ensemble Prediction System (Global) - MOGREPS-G,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:sns:eu-west-2:021908831235:aws-earth-mo-atmospheric-ukv-prd,SNS Topic,eu-west-2,Met Office UK Atmospheric Hi-Res Model (UKV) - 2km Deterministic,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:sns:eu-west-2:021908831235:aws-earth-mo-atmospheric-global-prd,SNS Topic,eu-west-2,Met Office Global Atmospheric Hi-Res Model - 10km Deterministic,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:sns:eu-west-2:021908831235:aws-earth-mo-atmospheric-mogreps-uk-prd,SNS Topic,eu-west-2,Met Office Global and Regional Ensemble Prediction System (UK) MOGREPS-UK,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UK Met Office Atmospheric Deterministic and Probabilistic Forecasts,https://registry.opendata.aws/uk-met-office/,"Meteorological data reusers now have an exciting opportunity to sample, experiment and evaluate Met Office atmospheric model data, whilst also experiencing a transformative method of requesting data via Restful APIs on AWS. For information about the data see the Met Office website. For examples of using the data check out the examples repository. If you need help and support using the data please raise an issue on the examples repository. Please note: Met Office continuously improves and updates its operational forecast models. Our last update became effective 04/12/2019. Please find the details here.",arn:aws:sns:eu-west-2:021908831235:aws-earth-mo-atmospheric-mogreps-g-prd,SNS Topic,eu-west-2,Met Office Global and Regional Ensemble Prediction System (Global) - MOGREPS-G,climate,earth observation,meteorological,sustainability,weather,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1000 Genomes,https://registry.opendata.aws/1000-genomes/,"The 1000 Genomes Project is an international collaboration which has established the most detailed catalogue of human genetic variation, including SNPs, structural variants, and their haplotype context. The final phase of the project sequenced more than 2500 individuals from 26 different populations around the world and produced an integrated set of phased haplotypes with more than 80 million variants for these individuals.",arn:aws:s3:::1000genomes,S3 Bucket,us-east-1,http://www.internationalgenome.org/formats,genetic,genomic,life sciences,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWS iGenomes,https://registry.opendata.aws/aws-igenomes/,Common reference genomes hosted on AWS S3. Can be used when aligning and analysing raw DNA sequencing data.,arn:aws:s3:::ngi-igenomes,S3 Bucket,eu-west-1,AWS-iGenomes S3 Bucket,agriculture,biology,Caenorhabditis elegans,Danio rerio,genetic,genomic,Homo sapiens,life sciences,Mus musculus,Rattus norvegicus,reference index,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allen Brain Observatory - Visual Coding AWS Public Data Set,https://registry.opendata.aws/allen-brain-observatory/,"The Allen Brain Observatory – Visual Coding is a large-scale, standardized survey of physiological activity across the mouse visual cortex, hippocampus, and thalamus. It includes datasets collected with both two-photon imaging and Neuropixels probes, two complementary techniques for measuring the activity of neurons in vivo. The two-photon imaging dataset features visually evoked calcium responses from GCaMP6-expressing neurons in a range of cortical layers, visual areas, and Cre lines. The Neuropixels dataset features spiking activity from distributed cortical and subcortical brain regions, collected under analogous conditions to the two-photon imaging experiments. We hope that experimentalists and modelers will use these comprehensive, open datasets as a testbed for theories of visual information processing.",arn:aws:s3:::allen-brain-observatory,S3 Bucket,us-west-2,Project data files in a public bucket,electrophysiology,image processing,life sciences,machine learning,Mus musculus,neurobiology,neuroimaging,signal processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allen Brain Observatory - Visual Coding AWS Public Data Set,https://registry.opendata.aws/allen-brain-observatory/,"The Allen Brain Observatory – Visual Coding is a large-scale, standardized survey of physiological activity across the mouse visual cortex, hippocampus, and thalamus. It includes datasets collected with both two-photon imaging and Neuropixels probes, two complementary techniques for measuring the activity of neurons in vivo. The two-photon imaging dataset features visually evoked calcium responses from GCaMP6-expressing neurons in a range of cortical layers, visual areas, and Cre lines. The Neuropixels dataset features spiking activity from distributed cortical and subcortical brain regions, collected under analogous conditions to the two-photon imaging experiments. We hope that experimentalists and modelers will use these comprehensive, open datasets as a testbed for theories of visual information processing.",arn:aws:s3:::allen-brain-observatory-templates,S3 Bucket,us-west-2,SageMaker launch template with s3fs bucket mounts,electrophysiology,image processing,life sciences,machine learning,Mus musculus,neurobiology,neuroimaging,signal processing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
